,LEG_A,LEG_B,SPREAD
2024-02-07,99.98245037940357,99.48245037940357,0.5
2024-02-08,99.98780448343258,99.49138882996596,0.4964156534666337
2024-02-09,99.98222909455903,99.49106350468145,0.4911655898775784
2024-02-12,99.99517356672844,99.50696063681725,0.48821292991118254
2024-02-13,99.98909769136408,99.50357446708797,0.48552322427610956
2024-02-14,99.98293153853305,99.50371974646944,0.4792117920636099
2024-02-15,99.9885428546411,99.51477492273871,0.4737679319023801
2024-02-16,99.99637211946447,99.52620318674498,0.47016893271948196
2024-02-19,100.00105311310382,99.53501410806624,0.4660390050375936
2024-02-20,99.98439713992998,99.5220780246234,0.4623191153065836
2024-02-21,99.98997748432926,99.53240230267897,0.45757518165029
2024-02-22,99.97983440381252,99.52478283391584,0.4550515698966881
2024-02-23,99.9823871649284,99.52996718969776,0.4524199752306334
2024-02-26,99.96834982057442,99.51943728920848,0.4489125313659346
2024-02-27,99.97301304204984,99.52624311812274,0.44676992392710424
2024-02-28,99.96514705300677,99.52133391571947,0.44381313728730104
2024-02-29,99.95252070650416,99.51331250244625,0.43920820405791233
2024-03-01,99.95985890786899,99.5236719008891,0.4361870069798856
2024-03-04,99.96247535308575,99.53095822627157,0.43151712681418797
2024-03-05,99.95653558507182,99.52733645400868,0.42919913106314944
2024-03-06,99.97124737356204,99.54551748554437,0.42572988801767303
2024-03-07,99.96704084934633,99.54492267464978,0.4221181746965567
2024-03-08,99.96756192608605,99.54965178622113,0.41791013986490977
2024-03-11,99.97045106056284,99.55431741053036,0.4161336500324712
2024-03-12,99.96445440122154,99.55181808805271,0.41263631316882543
2024-03-13,99.96936576415554,99.560543984693,0.40882177946253945
2024-03-14,99.9642312406839,99.55909772509148,0.40513351559242056
2024-03-15,99.96031485746174,99.55772604069517,0.40258881676656144
2024-03-18,99.97414128385977,99.57428720018862,0.39985408367115
2024-03-19,99.96393542333465,99.56673479055854,0.3972006327761008
2024-03-20,99.94000762002536,99.54541658977912,0.39459103024623127
2024-03-21,99.95631698997548,99.56215941221636,0.39415757775912214
2024-03-22,99.98201026950154,99.59149296127818,0.390517308223366
2024-03-25,99.97815757684705,99.5913849775169,0.38677259933015307
2024-03-26,99.95898919644084,99.57631147818283,0.3826777182580072
2024-03-27,99.95608435667889,99.57566770204284,0.3804166546360554
2024-03-28,99.95342212718047,99.57460228095091,0.37881984622955744
2024-03-29,99.95172288877026,99.57605310955942,0.375669779210839
2024-04-01,99.94078900835103,99.56915923299127,0.3716297753597579
2024-04-02,99.9467846197758,99.57914303577161,0.36764158400419006
2024-04-03,99.95222969352866,99.5866862300064,0.365543463522263
2024-04-04,99.93748563733047,99.57390690017048,0.36357873715998273
2024-04-05,99.94467760464742,99.58330010296451,0.3613775016829093
2024-04-08,99.96540445446688,99.60773349161347,0.35767096285340116
2024-04-09,99.96732405779125,99.61219925759943,0.35512480019181014
2024-04-10,99.96415080617057,99.61169744647273,0.3524533596978355
2024-04-11,99.96293077402649,99.6129991414811,0.34993163254539744
2024-04-12,99.96928334169617,99.62103104726697,0.3482522944292066
2024-04-15,99.9521766256411,99.606406534398,0.3457700912430949
2024-04-16,99.95402053267088,99.61013929781086,0.3438812348600213
2024-04-17,99.95031589317625,99.6090787328413,0.34123716033495805
2024-04-18,99.9689941433058,99.6301009581982,0.3388931851076036
2024-04-19,99.96745241596776,99.63045351090807,0.3369989050596886
2024-04-22,99.98433129207895,99.65184282527568,0.3324884668032743
2024-04-23,99.97349388510113,99.64404696352953,0.32944692157160377
2024-04-24,99.97956647676916,99.6533268271466,0.32623964962256685
2024-04-25,99.98296047940707,99.6601149437837,0.3228455356233719
2024-04-26,99.97447000692843,99.65453338411409,0.3199366228143393
2024-04-29,99.97644396807479,99.65716307579032,0.3192808922844618
2024-04-30,99.98876915644311,99.67311308416544,0.31565607227767756
2024-05-01,99.98573123940024,99.67136045798533,0.31437078141490354
2024-05-02,99.96901161290855,99.65925605431659,0.30975555859195825
2024-05-03,99.96903598464377,99.66216071898054,0.30687526566322487
2024-05-06,99.96021175369584,99.6555669564258,0.30464479727004756
2024-05-07,99.95698834430921,99.65402279217538,0.30296555213382614
2024-05-08,99.95637246661235,99.65491534172278,0.30145712488956605
2024-05-09,99.9395159444522,99.63945181286128,0.3000641315909154
2024-05-10,99.92355936105899,99.62631604312377,0.29724331793522446
2024-05-13,99.92858002941425,99.63427829393642,0.2943017354778265
2024-05-14,99.92355284245255,99.63050588702802,0.2930469554245253
2024-05-15,99.89810539903435,99.60762523389178,0.2904801651425682
2024-05-16,99.90615383940043,99.61958628609034,0.28656755331009776
2024-05-17,99.90907753695318,99.6262121369863,0.28286539996687676
2024-05-20,99.9021387887128,99.62267675323352,0.27946203547929044
2024-05-21,99.88917048660223,99.61130004012338,0.2778704464788469
2024-05-22,99.89772856556537,99.6218840005294,0.2758445650359694
2024-05-23,99.90142207179098,99.62689681955808,0.2745252522328882
2024-05-24,99.9254480946178,99.65363990196575,0.2718081926520554
2024-05-27,99.92984998060506,99.65999925459523,0.26985072600982735
2024-05-28,99.93392701201768,99.66542978862458,0.26849722339309623
2024-05-29,99.9324577327166,99.66648117967411,0.26597655304249795
2024-05-30,99.94082549138861,99.67638438066376,0.2644411107248413
2024-05-31,99.94727634340109,99.68576791994855,0.2615084234525466
2024-06-03,99.95999359348674,99.70101803856502,0.2589755549217153
2024-06-04,99.95498036430037,99.69854111546543,0.2564392488349418
2024-06-05,99.95082628957093,99.69792888920776,0.2528974003631691
2024-06-06,99.9462352578618,99.69473145206683,0.25150380579496495
2024-06-07,99.9543432750736,99.70542692258987,0.2489163524837312
2024-06-10,99.96952701947656,99.72257045248983,0.24695656698671953
2024-06-11,99.96513861454507,99.7195363364536,0.24560227809147106
2024-06-12,99.96109087726714,99.71687524720286,0.24421563006427482
2024-06-13,99.96443164950584,99.72131593228758,0.24311571721825406
2024-06-14,99.96217403450571,99.72111188715415,0.241062147351556
2024-06-17,99.97189457103711,99.73327892107599,0.2386156499611172
2024-06-18,99.94957679813092,99.71295535867475,0.23662143945617756
2024-06-19,99.94150974766175,99.70889209770483,0.23261764995691475
2024-06-20,99.93388558432213,99.70493729653369,0.22894828778844498
2024-06-21,99.91088202419827,99.68541723118602,0.22546479301225195
2024-06-24,99.90144563975458,99.67902666276699,0.22241897698759203
2024-06-25,99.89249407859613,99.67133666340155,0.22115741519458734
2024-06-26,99.89068303205093,99.67242163081718,0.21826140123374438
2024-06-27,99.90201269096754,99.68595996311176,0.21605272785578836
2024-06-28,99.89976208445563,99.68378718699287,0.21597489746276133
2024-07-01,99.88965394725292,99.67584198669154,0.21381196056138027
2024-07-02,99.88928440184078,99.67624017932408,0.21304422251670377
2024-07-03,99.8999761380552,99.68979899041605,0.21017714763914935
2024-07-04,99.89041654989406,99.68216630184953,0.2082502480445195
2024-07-05,99.88151080105483,99.67611024804113,0.20540055301369634
2024-07-08,99.88729629064758,99.68395304227926,0.20334324836832185
2024-07-09,99.88528092949026,99.68249282768532,0.20278810180494286
2024-07-10,99.89195577639737,99.69295332315006,0.1990024532473053
2024-07-11,99.8920193084794,99.6940489174367,0.19797039104270872
2024-07-12,99.89923594496031,99.7025372287918,0.1966987161685082
2024-07-15,99.8890851638199,99.69469610715635,0.19438905666355794
2024-07-16,99.88916431731202,99.69813989258903,0.1910244247229947
2024-07-17,99.88725741716839,99.69765818467036,0.18959923249801874
2024-07-18,99.87529850792734,99.68787112935195,0.18742737857539732
2024-07-19,99.85986372844866,99.67363072427882,0.18623300416983635
2024-07-22,99.86692121880141,99.68213872323165,0.184782495569759
2024-07-23,99.86361169497923,99.67827767543697,0.18533401954225992
2024-07-24,99.85358889216275,99.67002733728282,0.18356155487992576
2024-07-25,99.85282710279351,99.67201187128548,0.1808152315080332
2024-07-26,99.86430729136701,99.68470123530925,0.17960605605776037
2024-07-29,99.8416999129133,99.66324213197582,0.1784577809374836
2024-07-30,99.82693352601426,99.64817966128619,0.17875386472806312
2024-07-31,99.8179046615953,99.63951733706011,0.178387324535188
2024-08-01,99.83271645026251,99.65529528287159,0.17742116739092104
2024-08-02,99.8357423200917,99.6578856688501,0.17785665124159408
2024-08-05,99.84361549249631,99.66866810265006,0.17494738984625452
2024-08-06,99.83241388330505,99.65966097597656,0.17275290732849302
2024-08-07,99.82141852455234,99.6512040480019,0.17021447655043773
2024-08-08,99.82609666171957,99.6577242079026,0.16837245381697463
2024-08-09,99.82687940502893,99.66157770204217,0.16530170298676614
2024-08-12,99.83256679321757,99.66777679353216,0.16478999968540678
2024-08-13,99.83089008330829,99.66768791504525,0.16320216826304768
2024-08-14,99.83387152057283,99.6738176493668,0.1600538712060382
2024-08-15,99.83565271142189,99.67814861840904,0.15750409301284998
2024-08-16,99.84363038531274,99.68698133446367,0.15664905084906303
2024-08-19,99.85190046813217,99.6954387234966,0.1564617446355838
2024-08-20,99.83590174818826,99.67816611896667,0.1577356292215887
2024-08-21,99.81362906263485,99.6534741818485,0.16015488078635423
2024-08-22,99.82384651661137,99.66444059949725,0.1594059171141169
2024-08-23,99.83592376754399,99.67902967760304,0.15689408994094642
2024-08-26,99.82591753734886,99.67295476442767,0.15296277292117927
2024-08-27,99.80751918328339,99.65543311588421,0.1520860673991778
2024-08-28,99.80870953149346,99.65885470588415,0.14985482560931024
2024-08-29,99.81821791375697,99.67007571312028,0.14814220063669004
2024-08-30,99.83639385898131,99.69019855957599,0.14619529940531428
2024-09-02,99.84175683470232,99.69689919529499,0.14485763940734095
2024-09-03,99.83823966773647,99.69318868328006,0.1450509844564138
2024-09-04,99.82950836152062,99.68541071275678,0.14409764876384829
2024-09-05,99.82982287443733,99.68706871891513,0.14275415552219442
2024-09-06,99.82703022739848,99.68671384244757,0.14031638495090026
2024-09-09,99.81707954834118,99.6799866876819,0.13709286065927292
2024-09-10,99.83776710484982,99.70237497314245,0.1353921317073683
2024-09-11,99.85581878887055,99.72156895753594,0.13424983133460827
2024-09-12,99.8673792757061,99.73196753689633,0.13541173880975785
2024-09-13,99.858370771728,99.7238695987885,0.13450117293951463
2024-09-16,99.86712096497098,99.73244912625334,0.13467183871764113
2024-09-17,99.87371722906596,99.74074326779105,0.13297396127490888
2024-09-18,99.878342685308,99.74791696175282,0.1304257235551704
2024-09-19,99.89103933797844,99.76286467204149,0.12817466593695157
2024-09-20,99.89759304940705,99.77134934168122,0.12624370772583432
2024-09-23,99.9051931917701,99.77726979843011,0.1279233933399872
2024-09-24,99.91176225460381,99.78588897623483,0.12587327836897988
2024-09-25,99.91537016868384,99.78943948748758,0.1259306811962573
2024-09-26,99.8977340573867,99.77394040735798,0.12379365002872213
2024-09-27,99.8987702681608,99.77478543574175,0.12398483241904866
2024-09-30,99.89340834857231,99.76992253012963,0.12348581844267692
2024-10-01,99.88080993899591,99.75850151193282,0.12230842706308839
2024-10-02,99.89782810518892,99.77654173588361,0.12128636930530272
2024-10-03,99.91531805859778,99.79581923447917,0.1194988241186013
2024-10-04,99.92911026460074,99.80999784569963,0.11911241890110479
2024-10-07,99.93186239876928,99.8142685418307,0.11759385693857649
2024-10-08,99.94556864997881,99.83045219574117,0.11511645423763436
2024-10-09,99.94588918178484,99.83329640020594,0.11259278157890004
2024-10-10,99.94811715455381,99.83620052614161,0.11191662841220426
2024-10-11,99.93738244084919,99.82436457166473,0.11301786918445908
2024-10-14,99.94155235389418,99.8292298814391,0.11232247245507666
2024-10-15,99.94235621317843,99.8310746591588,0.11128155401963269
2024-10-16,99.92952969201008,99.81877121783968,0.11075847417039272
2024-10-17,99.92921772089191,99.8176928746973,0.11152484619461507
2024-10-18,99.92862042525334,99.81770430091395,0.1109161243393918
2024-10-21,99.94679603691979,99.837277918929,0.1095181179907948
2024-10-22,99.95593817020493,99.84589545086244,0.11004271934248226
2024-10-23,99.95625262459585,99.84654307783107,0.10970954676477393
2024-10-24,99.95894049769385,99.84816679093706,0.11077370675678304
2024-10-25,99.9595826214749,99.84945721742928,0.11012540404562383
2024-10-28,99.95775348162694,99.85004477469883,0.1077087069281034
2024-10-29,99.94712920965306,99.84199905230143,0.10513015735161879
2024-10-30,99.94581869087699,99.83944292616728,0.10637576470970467
2024-10-31,99.93855770831046,99.83085458101561,0.10770312729483375
2024-11-01,99.92625455292124,99.81963238530044,0.10662216762079361
2024-11-04,99.9315667710667,99.82627358177176,0.10529318929494023
2024-11-05,99.93567941766604,99.82938064186443,0.10629877580160627
2024-11-06,99.91801234255236,99.81395195428792,0.1040603882644467
2024-11-07,99.9169854961774,99.81487823409765,0.10210726207975397
2024-11-08,99.9271425100364,99.8250351074761,0.10210740256030744
2024-11-11,99.93793474742537,99.83713487680022,0.10079987062515013
2024-11-12,99.94839311585422,99.8483996971478,0.09999341870641573
2024-11-13,99.94898224792324,99.84998834647467,0.09899390144856064
2024-11-14,99.94073179464354,99.8420982551247,0.09863353951884198
2024-11-15,99.93009480636996,99.83047081225372,0.09962399411624977
2024-11-18,99.93374085541747,99.83479340166586,0.09894745375161189
2024-11-19,99.93773365576112,99.83876021263934,0.09897344312178526
2024-11-20,99.95080696687717,99.85520200133136,0.09560496554579766
2024-11-21,99.96200676338059,99.86722194681965,0.09478481656093597
2024-11-22,99.96088447681528,99.8679142909857,0.09297018582958408
2024-11-25,99.94864241802667,99.85794565093504,0.09069676709162304
2024-11-26,99.94565135205656,99.8567807685654,0.08887058349115799
2024-11-27,99.94802366400467,99.86027935857199,0.08774430543267661
2024-11-28,99.94620283155078,99.85800098075539,0.08820185079539147
2024-11-29,99.94062389047,99.854793152112,0.08583073835799346
2024-12-02,99.9433527386197,99.85816460454468,0.08518813407500535
2024-12-03,99.93851316120559,99.85461111958183,0.08390204162376576
2024-12-04,99.93243250036834,99.84960917725857,0.08282332310976345
2024-12-05,99.93574702871136,99.8523176774528,0.08342935125856529
2024-12-06,99.93192710291008,99.8484819276347,0.0834451752753817
2024-12-09,99.93456814679986,99.85010027158404,0.08446787521582245
2024-12-10,99.93750018702838,99.85389735063336,0.08360283639501004
2024-12-11,99.92630589701747,99.84424338047191,0.08206251654556386
2024-12-12,99.92169348577882,99.84056429464627,0.08112919113254116
2024-12-13,99.93627125517797,99.855480429275,0.08079082590296613
2024-12-16,99.92485046005064,99.8444783696574,0.08037209039324163
2024-12-17,99.90388391556093,99.82551589945516,0.07836801610576467
2024-12-18,99.8854654640285,99.80760540989577,0.07786005413272523
2024-12-19,99.88595656349428,99.80842690563068,0.07752965786358634
2024-12-20,99.8864657362746,99.80637967399626,0.08008606227834031
2024-12-23,99.88548962772035,99.8036745671628,0.0818150605575422
2024-12-24,99.89783152600963,99.81774077690733,0.08009074910229276
2024-12-25,99.8713031816786,99.79221014244486,0.07909303923373637
2024-12-26,99.87546252042291,99.79884096733946,0.07662155308345565
2024-12-27,99.89127690244095,99.81600767780577,0.0752692246351827
2024-12-30,99.88019909479203,99.80512962002601,0.07506947476602775
2024-12-31,99.87660102967413,99.80060811162923,0.07599291804490867
2025-01-01,99.86927211050184,99.79480087014916,0.07447124035268582
2025-01-02,99.86052865004106,99.78747259832679,0.07305605171428152
2025-01-03,99.85746602999083,99.78769511809921,0.06977091189162897
2025-01-06,99.87194088282769,99.80292864812847,0.0690122346992126
2025-01-07,99.89051474958255,99.82338874737606,0.06712600220648646
2025-01-08,99.88735535733215,99.82142913215544,0.06592622517671287
2025-01-09,99.9066059594728,99.84230769904516,0.06429826042763197
2025-01-10,99.90716172424264,99.84349252712467,0.06366919711796917
2025-01-13,99.92489863450966,99.86394927809704,0.0609493564126231
2025-01-14,99.92416564801312,99.86554831992824,0.0586173280848796
2025-01-15,99.92567622627358,99.86484151586959,0.06083471040399771
2025-01-16,99.929530971,99.87080107574951,0.05872989525048983
2025-01-17,99.96151950779368,99.90463754276684,0.056881965026841605
2025-01-20,99.97023236354214,99.91148754916986,0.0587448143722802
2025-01-21,99.96335971824261,99.90142109195024,0.06193862629238044
2025-01-22,99.97324969694537,99.91327868226367,0.05997101468170401
2025-01-23,99.96983137157453,99.9108002674031,0.05903110417142694
2025-01-24,99.96513386974553,99.9061409468548,0.05899292289071827
2025-01-27,99.97441988334444,99.91371720394058,0.060702679403865124
2025-01-28,99.97493073922216,99.9159531501671,0.05897758905506387
2025-01-29,99.97791649836728,99.9197160064551,0.05820049191217776
2025-01-30,99.97825635058592,99.91953841404876,0.05871793653716292
2025-01-31,99.98182218185198,99.92302250691677,0.05879967493521391
2025-02-03,99.98627184082635,99.92841274208203,0.05785909874432081
2025-02-04,99.96710217149929,99.90987087303888,0.05723129846040452
2025-02-05,99.97396789818538,99.91892302227826,0.05504487590711301
2025-02-06,99.96434770398709,99.91003976288656,0.054307941100525385
2025-02-07,99.95012471263149,99.89658340362745,0.05354130900404071
2025-02-10,99.9497406001929,99.8963317156461,0.053408884546803106
2025-02-11,99.95078041022605,99.89849505224736,0.05228535797868867
2025-02-12,99.94404534858032,99.89158087106293,0.05246447751738539
2025-02-13,99.952555667157,99.89923167238051,0.05332399477648518
2025-02-14,99.9393339154933,99.88623730447814,0.053096611015143264
2025-02-17,99.93546447800557,99.88234609724672,0.05311838075884731
2025-02-18,99.92981573665624,99.87705196090474,0.05276377575149657
2025-02-19,99.92954986395284,99.87720474200106,0.05234512195178576
