,RMT_00,RMT_01,RMT_02,RMT_03,RMT_04,RMT_05,RMT_06,RMT_07,RMT_08,RMT_09,RMT_10,RMT_11,RMT_12,RMT_13,RMT_14,RMT_15,RMT_16,RMT_17,RMT_18,RMT_19,RMT_20,RMT_21,RMT_22,RMT_23,RMT_24,RMT_25,RMT_26,RMT_27,RMT_28,RMT_29,RMT_30,RMT_31,RMT_32,RMT_33,RMT_34,RMT_35,RMT_36,RMT_37,RMT_38,RMT_39,RMT_40,RMT_41,RMT_42,RMT_43,RMT_44,RMT_45,RMT_46,RMT_47,RMT_48,RMT_49
2024-06-26,100.30518181416971,98.96540503023178,100.75327413797561,100.94500192702154,98.06787432610396,98.70626216882711,100.12792215384378,99.68425692783855,99.98320025381113,99.15058416839138,100.88327603838889,100.78082459439648,100.0660525026254,101.13361851066666,100.46860387218936,99.14438890268858,100.3694315062519,99.04570001936922,100.88231999878997,99.95008654992286,99.81530840167893,99.32138352771001,101.23004492225702,99.845589853258,99.57258819313694,99.64848571260771,100.53372846810475,100.36611262534237,100.41358552565383,100.43175037084904,102.16474547005316,99.59440973176469,99.48906699671657,99.18952943856955,100.61788047718458,101.13536923548128,99.8861174378094,99.16336297437012,99.17890830895581,100.6527137397946,100.746023160978,100.54463202538986,99.3366999041204,100.23243102614138,100.1167539135178,100.21892789464799,100.87523677180418,100.22384571003691,100.68122340552168,100.06760190928674
2024-06-27,100.59560318264012,99.59213814461584,99.29578666094908,100.62282503925708,97.60767304162367,98.07765986355265,99.85280658786357,101.18567274622836,99.1212514906005,100.11530084739435,99.19974741031125,100.44388918774092,100.22904567241409,101.72822752947073,101.1857103904971,99.93407651140306,100.02002771711358,98.58881746600521,101.75158970263074,99.75906049044538,98.5500655870701,98.2021410822222,100.30354883193786,100.34321891386142,99.7145062247059,100.33892485942712,100.10511174292898,100.52535895120558,101.04373228460159,100.1215482733976,102.63247615460511,98.93734553615974,99.1285229925329,98.81160721293195,99.42181772156664,101.62907177410183,99.41834838335886,99.17575333669167,99.65685553413321,101.10316443910403,101.41860735302033,100.44565890247108,98.91709804052927,100.15255936573857,98.44162173528608,98.77909044966992,99.54974586249656,99.22933369994361,101.0845266018334,99.16560061206748
2024-06-28,100.21590666790563,100.89450945415047,98.94266095163256,101.36767736406031,96.70063128860077,97.87637833903116,98.90867473422747,100.8432007223054,99.95768481965872,98.400838565238,99.63163199254411,100.68296414324938,99.63530045709261,100.26776353183531,101.25872147338045,99.40633128166122,100.25302148362043,98.61036359192738,103.39454834280201,99.52056710278246,97.54655236336352,98.3783514981644,100.5244562186402,101.7163822711245,100.55072007809565,100.69764514704448,101.5807227360793,99.33742547037716,100.39936682523984,99.19813078368664,102.23318344799964,97.58462155193942,99.76014249011185,98.59226919403034,97.97021665662096,100.60217149912754,99.73052777956163,100.01046475717705,101.66673390880405,104.09251284196992,101.83976769033838,99.4566123843632,96.83046278692301,100.42103846129993,97.64459341215083,98.36965522405228,98.94226613325326,99.08972614186257,102.16783132076719,99.32146112354269
2024-07-01,100.05705535774712,99.8549839146487,97.29948250139984,100.8759150404939,96.6486372055617,99.62215065454383,99.0376115045776,101.83911229300979,99.45984438089864,97.24172494732136,98.67469561619569,99.95542638023056,101.77873795836379,99.44755064978406,102.11133445935374,98.51280451836838,101.19131523640512,98.990696717605,103.23272007127366,99.48000827257054,96.90991612368396,98.8181702016667,100.06812545115508,100.47734876997761,99.2739203729519,100.87158717428424,103.19750669841827,99.49648422667592,100.28032532539748,99.48207056521414,103.5771073370942,97.79894013842723,99.3510420273793,99.68903987633954,98.39117206013312,102.1591000874299,99.91343597510235,98.79333448660314,100.28524318206217,105.82526913469772,103.61036057034711,99.27822882054508,96.46013071643614,101.89941248979231,96.56958455555169,97.49344104813392,99.58084009888995,98.69948347144644,102.16259855462495,99.1592598379749
2024-07-02,100.39539326093907,101.27036192976486,97.38766107925127,101.52759013302976,94.68734741465808,99.57362815542932,98.20600748132885,100.60541738124962,98.59025913321807,96.91735974198639,99.58261112571691,98.63837880445678,101.8099190803219,98.96721975335477,101.77729067472396,99.50561881700357,101.73730904556577,100.323488925349,103.07334281108407,98.79008801404956,96.69321737213508,99.05809187721005,100.2449751898186,99.3936706418999,99.36379378370472,101.10206762407346,105.8284549066418,101.38151282429016,99.42833008295318,99.19658606065084,102.07235389649314,97.22293785727784,99.66509420865552,100.89842080068432,97.67642663964753,101.49301094541094,97.79087602969183,98.63276203335961,99.22543803538267,105.26646899520351,102.70581356112285,99.1846907188701,94.7794378921085,100.41541408349504,98.64783669018964,96.24633347028212,98.49461945027787,100.52926190873002,105.17402079822995,98.00432168554458
2024-07-03,100.02636815516428,101.61684785650897,99.08583513984063,100.53058551994386,94.45538492113631,100.35066757990576,98.6339033840427,100.22769485426939,98.45841096696113,95.5939655182921,99.34571371815034,98.37596817269893,102.04656566183345,98.41915104020946,102.25834308983947,100.51844784201379,101.89556161459608,100.67700461931604,103.12814636893586,98.79017138609403,95.99803079779795,99.37210170314856,100.14749768733746,101.49607411761788,100.93950214213652,101.49292002691577,105.02399639424524,100.25998282472459,100.61974527246676,99.45756703449604,102.5636260319835,95.54150973314167,100.59372623411933,101.3579670908487,96.59779742508458,101.01557272539503,98.04910774514364,98.6845250637438,98.93595299831865,105.15758689940134,102.44734392411046,99.33612486114536,96.18442147150202,97.87088771963106,98.41446550728506,96.4163702278236,98.78658949774359,100.15607332673626,103.34253997705225,98.32629918168521
2024-07-04,101.76918276165168,100.07007921591273,99.94547389607649,100.20085910333876,94.39747853140538,99.29961983835432,98.30456725564251,101.53920622831016,99.03375857845525,97.26437747445769,100.5223352104507,98.80887366386109,103.84179930425222,98.85215411171015,103.10854500886681,100.22078093773436,101.96339141384037,99.97730198706624,104.15375218305026,97.63295437134073,96.75201728260164,99.18282822366217,101.32736845617126,102.26104503352495,102.79408477441659,102.23732123480518,103.38588650181573,100.19287805197028,99.44735827059723,98.94343199285504,104.1253677304972,96.15256493319411,99.89309737852228,100.3356741113281,96.6294693958367,99.79410254760953,97.39326396906549,98.99291097534682,100.08560019017303,105.79969825383111,100.12666692413197,99.63893156279272,96.25373150743177,98.27680526328592,100.01797274190247,94.44745235188655,98.20438100597315,100.74965392214854,101.72093754188354,99.7883079702942
2024-07-05,102.14474756027185,100.92085265575442,99.37646744670646,101.01958403680105,95.41149633806579,99.53113629788089,98.5352643112041,101.81408199418162,98.18243552976944,97.12099041654919,100.36913286285734,99.18842795192634,104.88524239836445,97.81128708819531,102.97973054820382,101.71655954786823,101.20801556108981,99.15860906813857,104.36467495571726,98.46084294440001,96.76307285344822,100.50972637099524,102.19926509698148,103.12553264107378,103.36526480044212,104.64496348857719,103.17399570471144,98.20546699703364,101.05561260625255,98.49160326518741,104.23775925321546,97.4200123257217,98.30530494132331,99.08765215070974,95.09448549939569,99.00473982035408,97.82238300027181,99.51318218784581,100.36249317651627,104.31550498556692,97.84014949332132,99.69310361543452,95.80069896045943,98.72931350701374,100.72252244153017,94.57810815197762,98.95370933553681,100.9808484491753,102.26155587768918,99.0875982013138
2024-07-08,101.96144859723107,101.11963628551482,100.19523417330693,100.62261037966739,95.91004783029776,99.26689531070747,98.41951186824242,102.66216182057259,96.24497186048711,95.86997073602365,98.89244687804481,96.90054978121272,104.17625023512235,98.5470716972564,102.68677519396405,101.91794390783886,102.31641646462234,100.48390257075151,104.29254431256096,99.80265582905683,96.8522585146431,99.67157394221474,101.59359414369489,101.60996840157281,102.45130748053053,104.27098690480501,104.00642664374375,99.90998036219919,99.66844925017368,98.87926626159651,103.15874312116522,97.8835616449156,98.17652423522564,97.28995781846926,95.98135476909681,98.40756870497835,97.30150079722189,98.4543112682546,99.7079816821166,104.76281738056437,97.65516763629653,100.0212959923089,96.14805081819954,100.0418416442165,100.37785066485532,93.19158763818368,100.01542083810122,100.64666307898497,103.40773117895283,99.46820649118166
2024-07-09,101.82782650528593,101.47293294968694,102.16924980695039,102.73437698085087,95.9766143998393,99.42603897182903,99.48446261217859,101.79764850087294,96.56606979108217,95.84517923729078,99.20336613453259,96.09636638754525,102.53339020214018,96.52523578850524,101.54575613642001,101.45154194118187,102.01687267296171,102.44948551624525,105.45241516218135,98.84706752943573,97.18960816062187,99.26665737963393,101.30510906819896,101.79845233597493,103.08762429749811,103.91783811782878,105.11880715489656,98.77555962429938,99.67476749558381,101.48147915516643,103.38912625332355,99.29654440021118,98.26641669372462,97.8566395956609,95.92686896069279,98.24001754794827,96.54600104584047,98.8788743027498,98.86253588888853,105.46242889893207,98.72077848849639,100.38857814708322,95.87322177537982,100.49702958675071,100.06848898981451,94.06752989492688,98.20040323729235,100.3094516316655,101.36943431197412,97.99215770487307
2024-07-10,103.22613157270624,102.38538136351,101.43680032432943,101.2023277840163,93.17312049724747,98.88712871936876,101.92177705370804,102.24131448047127,96.02722185470033,96.29197437020717,97.66686616510192,95.8110737705411,102.63543857686747,96.44216269968707,102.35196978416351,101.80179305260155,102.70096140108524,101.7466734117896,106.40344605667968,100.47040964872689,96.25128258394918,98.38937115123552,102.66740526022417,101.60385335497854,104.54499593357095,103.45898062611182,106.65951553016973,98.90552089727255,99.93248908734236,103.08186626862341,103.01577066998952,98.36642631888176,97.82661585194126,98.3002810134559,94.43658289833158,98.86826940846217,96.02723761305413,100.02035705028214,96.52362102130483,104.63615139568982,97.06984436905698,99.56255525490296,96.11096133239873,100.31707346475905,99.81525883481291,93.91790773796728,98.40033455919645,99.30287901420667,102.08850216472231,98.64367469416972
2024-07-11,103.6243575093139,102.95677878533702,101.7379233308517,103.28296881553752,93.09200746779422,98.58392871840405,101.15665467760661,101.19134410671629,94.83959533615379,95.43992598973611,97.59785924140016,96.13190147963917,102.68794187744972,95.70668269322059,103.27748584369618,102.55731819313856,102.53713186483995,101.08451696988709,106.98859535801036,100.65944509479878,94.86748527891912,98.32250853412954,102.93678340880771,100.69382864440448,104.74365621293514,101.96473180171226,108.0942491603923,100.14754613827768,99.68046057156292,103.45720345957257,100.56284647855989,97.23551965749165,97.53964361463531,97.25200076128863,95.11365011749562,100.86281410461402,94.90398811881305,99.18622083127573,96.75115206598758,106.3356147315333,95.89051015017228,99.81081097668621,97.87746700965329,98.67368678523782,98.5447119586864,93.5209067310431,97.88940489349041,100.11310297462737,102.33550728876027,96.90823416178577
2024-07-12,104.15982697513606,102.363877117555,103.04281689129073,102.63680751073692,92.50125193608008,99.11884351109353,101.93135703182845,101.64579932105093,93.25437937318067,95.9548095443529,96.59359924889014,96.3583431565672,101.2362965956803,96.13479748965321,102.44780138563875,101.25028265783035,103.27168112070211,101.3290775320052,106.33372264286407,102.13084416562397,94.45036909897344,98.35408267319929,103.21396678665435,100.07179255384185,105.23830591454757,101.42224678263321,107.6502063589161,101.52153935325063,98.64857772742455,100.99088151541913,102.19596954984513,99.74623920111064,97.14514534749803,95.38651108913061,94.8187954498211,100.57453434102061,94.7239138753833,98.08801828194656,97.3135121845271,106.89481812286077,94.46817120438412,100.51113035694658,99.90734530526679,98.84351235952433,98.21285588106534,93.38819828477214,98.49353264395153,98.39538086691935,102.50387570167945,96.53058022437845
2024-07-15,106.10241081286178,102.18574233049753,104.77586776323268,101.51019218865403,93.04607220518625,99.43593548546428,101.04936340051162,101.82627505087558,94.39198921848208,95.64461828896694,94.97302008577014,96.34142139397547,100.32682668018109,95.80625141627289,102.36425059764369,99.5379497036081,101.6165700657728,101.8187306890231,105.77934657025581,99.54475417441017,95.19457379135146,98.62233460020086,102.47977199674085,98.76265543074868,106.12158208938831,101.77718566278679,110.24588215687399,101.9490187677849,99.03178373293528,100.82244015425927,103.03409972944193,100.3716909477835,98.36877770586483,94.89053329179546,94.40684481142135,100.09383100981846,95.47596190183155,99.56881027665723,96.86802121339673,106.44172002123189,94.76534064041647,100.26441598395026,100.86305907104823,96.64264886206388,97.40427215118402,92.6603648243492,96.23444285816913,97.45175900296962,101.57008455476986,96.33664780343597
